datetime,Energy(Kwh),Speed(m/s),Direction
2019-05-12T13:40:00,"283,48","6,00",88
2019-05-12T13:50:00,"307,08","6,02",86
2019-05-12T14:00:00,"280,17","6,04",84
2019-05-12T14:10:00,"292,61","6,81",93
2019-05-12T14:20:00,"296,77","6,34",82
2019-05-12T14:30:00,"264,44","6,43",97
2019-05-12T14:40:00,"230,80","5,83",89
2019-05-12T14:50:00,"247,82","6,25",93
2019-05-12T15:00:00,"235,22","6,13",93
2019-05-12T15:10:00,"190,18","5,77",90
2019-05-12T15:20:00,"222,88","5,32",79
2019-05-12T15:30:00,"282,32","6,23",85
2019-05-12T15:40:00,"302,64","6,98",90
2019-05-12T15:50:00,"362,70","6,42",89
2019-05-12T16:00:00,"278,11","6,40",92
2019-05-12T16:10:00,"191,96","6,20",94
2019-05-12T16:20:00,"209,20","6,54",95
2019-05-12T16:30:00,"220,89","6,07",90
2019-05-12T16:40:00,"210,37","5,72",89
2019-05-12T16:50:00,"185,50","5,98",88
2019-05-12T17:00:00,"178,66","5,35",88
2019-05-12T17:10:00,"210,56","6,15",90
2019-05-12T17:20:00,"167,94","5,96",87
2019-05-12T17:30:00,"118,69","5,86",90
2019-05-12T17:40:00,"122,59","6,18",89
2019-05-12T17:50:00,"56,10","4,88",82
2019-05-12T18:00:00,"3,54","3,68",70
2019-05-12T18:10:00,"1,13","4,77",94
2019-05-12T18:20:00,"0,96","4,96",94
2019-05-12T18:30:00,"46,24","5,25",92
2019-05-12T18:40:00,"86,88","5,57",94
2019-05-12T18:50:00,"117,54","5,67",92
2019-05-12T19:00:00,"84,75","5,18",93
2019-05-12T19:10:00,"91,23","4,94",90
2019-05-12T19:20:00,"150,31","5,25",93
2019-05-12T19:30:00,"181,49","5,42",94
2019-05-12T19:40:00,"188,19","5,53",95
2019-05-12T19:50:00,"185,38","5,63",96
2019-05-12T20:00:00,"198,10","5,54",96
2019-05-12T20:10:00,"281,05","5,37",94
2019-05-12T20:20:00,"391,19","5,74",95
2019-05-12T20:30:00,"467,51","5,96",95
2019-05-12T20:40:00,"664,17","6,46",93
2019-05-12T20:50:00,"651,69","5,89",96
2019-05-12T21:00:00,"714,78","5,97",97
2019-05-12T21:10:00,"757,22","5,76",99
2019-05-12T21:20:00,"835,33","6,23",97
2019-05-12T21:30:00,"813,35","6,13",98
2019-05-12T21:40:00,"760,18","5,77",101
2019-05-12T21:50:00,"722,11","5,83",100
2019-05-12T22:00:00,"572,37","5,41",104
2019-05-12T22:10:00,"623,95","5,33",105
2019-05-12T22:20:00,"594,39","5,66",108
2019-05-12T22:30:00,"570,48","5,93",108
2019-05-12T22:40:00,"554,96","6,15",111
2019-05-12T22:50:00,"556,66","6,07",108
2019-05-12T23:00:00,"594,59","6,25",110
2019-05-12T23:10:00,"584,47","6,35",110
2019-05-12T23:20:00,"604,74","6,50",113
2019-05-12T23:30:00,"601,98","6,46",113
2019-05-12T23:40:00,"652,77","6,54",114
2019-05-12T23:50:00,"745,84","6,68",114
2019-05-13T00:00:00,"750,08","6,78",115
2019-05-13T00:10:00,"819,88","6,65",112
2019-05-13T00:20:00,"821,69","6,61",112
2019-05-13T00:30:00,"782,51","6,49",109
2019-05-13T00:40:00,"807,00","6,43",106
2019-05-13T00:50:00,"813,00","6,31",106
2019-05-13T01:00:00,"765,22","6,13",107
2019-05-13T01:10:00,"720,60","6,11",107
2019-05-13T01:20:00,"636,32","6,12",109
2019-05-13T01:30:00,"608,19","6,33",113
2019-05-13T01:40:00,"611,52","6,58",119
2019-05-13T01:50:00,"609,08","6,90",121
2019-05-13T02:00:00,"607,02","6,37",120
2019-05-13T02:10:00,"628,78","6,72",120
2019-05-13T02:20:00,"649,23","6,82",121
2019-05-13T02:30:00,"666,61","6,59",119
2019-05-13T02:40:00,"681,75","6,61",117
2019-05-13T02:50:00,"701,43","6,57",118
2019-05-13T03:00:00,"723,72","6,53",117
2019-05-13T03:10:00,"728,28","6,62",117
2019-05-13T03:20:00,"752,47","6,57",113
2019-05-13T03:30:00,"827,53","6,66",110
2019-05-13T03:40:00,"848,45","6,47",107
2019-05-13T03:50:00,"917,74","6,59",107
2019-05-13T04:00:00,"909,20","6,59",106
2019-05-13T04:10:00,"863,54","6,78",105
2019-05-13T04:20:00,"826,14","6,62",107
2019-05-13T04:30:00,"802,31","6,42",106
2019-05-13T04:40:00,"782,25","6,09",107
2019-05-13T04:50:00,"731,43","6,05",109
2019-05-13T05:00:00,"750,93","6,25",109
2019-05-13T05:10:00,"769,18","6,47",109
2019-05-13T05:20:00,"813,04","6,76",111
2019-05-13T05:30:00,"877,67","6,39",111
2019-05-13T05:40:00,"950,15","6,29",111
2019-05-13T05:50:00,"1.018,03","6,49",111
2019-05-13T06:00:00,"1.016,98","6,54",110
2019-05-13T06:10:00,"1.000,33","6,46",110
2019-05-13T06:20:00,"937,58","6,54",110
2019-05-13T06:30:00,"835,99","6,39",109
2019-05-13T06:40:00,"793,62","6,37",113
2019-05-13T06:50:00,"873,17","6,83",110
2019-05-13T07:00:00,"904,94","6,76",114
2019-05-13T07:10:00,"955,97","6,71",114
2019-05-13T07:20:00,"905,90","6,51",111
2019-05-13T07:30:00,"828,62","6,55",109
2019-05-13T07:40:00,"744,91","6,32",107
2019-05-13T07:50:00,"673,87","6,31",110
2019-05-13T08:00:00,"595,93","5,86",107
2019-05-13T08:10:00,"489,23","5,51",105
2019-05-13T08:20:00,"425,37","5,20",106
2019-05-13T08:30:00,"425,41","5,26",104
2019-05-13T08:40:00,"372,29","5,35",106
2019-05-13T08:50:00,"322,10","5,16",104
2019-05-13T09:00:00,"290,07","5,28",104
2019-05-13T09:10:00,"296,72","5,21",103
2019-05-13T09:20:00,"254,09","5,34",102
2019-05-13T09:30:00,"276,79","5,54",103
2019-05-13T09:40:00,"213,25","5,19",105
2019-05-13T09:50:00,"146,67","4,98",100
2019-05-13T10:00:00,"132,31","5,03",94
2019-05-13T10:10:00,"123,30","5,22",93
2019-05-13T10:20:00,"82,28","5,08",93
2019-05-13T10:30:00,"18,27","4,93",92
2019-05-13T10:40:00,"5,78","4,95",96
2019-05-13T10:50:00,"0,12","4,25",89
2019-05-13T11:00:00,"0,00","4,30",100
2019-05-13T11:10:00,"0,65","4,39",101
2019-05-13T11:20:00,"7,91","4,75",98
2019-05-13T11:30:00,"11,81","3,99",81
2019-05-13T11:40:00,"17,05","4,11",79
2019-05-13T11:50:00,"17,92","5,15",97
2019-05-13T12:00:00,"48,09","4,65",89
2019-05-13T12:10:00,"43,94","4,87",94
2019-05-13T12:20:00,"79,73","5,11",97
2019-05-13T12:30:00,"125,80","5,75",96
2019-05-13T12:40:00,"132,08","5,66",97
2019-05-13T12:50:00,"124,42","5,50",98
2019-05-13T13:00:00,"135,13","5,43",91
2019-05-13T13:10:00,"138,37","5,30",92
2019-05-13T13:20:00,"138,78","5,68",104
2019-05-13T13:30:00,"144,39","5,66",99
2019-05-13T13:40:00,"157,22","5,72",105
2019-05-13T13:50:00,"97,32","5,39",96
2019-05-13T14:00:00,"37,16","5,05",95
2019-05-13T14:10:00,"22,51","4,73",95
2019-05-13T14:20:00,"52,14","4,89",92
2019-05-13T14:30:00,"92,69","4,96",89
2019-05-13T14:40:00,"100,34","4,84",85
2019-05-13T14:50:00,"53,42","4,47",89
2019-05-13T15:00:00,"77,85","4,27",84
2019-05-13T15:10:00,"56,59","4,05",83
2019-05-13T15:20:00,"47,00","4,35",86
2019-05-13T15:30:00,"155,39","5,07",86
2019-05-13T15:40:00,"159,96","5,74",96
2019-05-13T15:50:00,"69,88","5,40",95
2019-05-13T16:00:00,"73,15","5,35",93
2019-05-13T16:10:00,"11,60","4,60",90
2019-05-13T16:20:00,"22,05","4,80",93
2019-05-13T16:30:00,"41,61","5,19",93
2019-05-13T16:40:00,"118,22","5,28",85
2019-05-13T16:50:00,"116,28","5,34",88
2019-05-13T17:00:00,"125,53","5,93",93
2019-05-13T17:10:00,"127,28","4,25",72
2019-05-13T17:20:00,"147,74","4,42",73
2019-05-13T17:30:00,"117,89","3,97",68
2019-05-13T17:40:00,"134,87","5,21",83
2019-05-13T17:50:00,"105,85","5,43",86
2019-05-13T18:00:00,"119,01","5,99",85
2019-05-13T18:10:00,"113,11","4,59",72
2019-05-13T18:20:00,"118,88","4,06",63
2019-05-13T18:30:00,"111,53","3,78",65
2019-05-13T18:40:00,"87,02","4,24",72
2019-05-13T18:50:00,"91,31","4,30",73
2019-05-13T19:00:00,"195,52","5,77",83
2019-05-13T19:10:00,"258,08","6,69",88
2019-05-13T19:20:00,"291,10","7,17",88
2019-05-13T19:30:00,"357,28","7,01",90
2019-05-13T19:40:00,"371,72","6,97",92
2019-05-13T19:50:00,"375,96","7,15",92
2019-05-13T20:00:00,"546,45","7,31",91
2019-05-13T20:10:00,"746,54","8,38",89
2019-05-13T20:20:00,"794,60","8,40",97
2019-05-13T20:30:00,"756,24","7,98",100
2019-05-13T20:40:00,"826,80","8,10",98
2019-05-13T20:50:00,"852,06","8,72",95
2019-05-13T21:00:00,"899,29","8,22",96
2019-05-13T21:10:00,"1.139,88","8,68",97
2019-05-13T21:20:00,"1.302,55","8,60",99
2019-05-13T21:30:00,"1.341,87","8,33",97
2019-05-13T21:40:00,"1.270,09","8,42",105
2019-05-13T21:50:00,"1.351,22","8,45",107
2019-05-13T22:00:00,"1.204,47","8,37",108
2019-05-13T22:10:00,"1.074,80","8,31",105
2019-05-13T22:20:00,"1.118,02","8,43",102
2019-05-13T22:30:00,"1.109,27","8,04",102
2019-05-13T22:40:00,"1.078,16","7,83",103
2019-05-13T22:50:00,"1.021,15","7,94",108
2019-05-13T23:00:00,"930,25","7,81",110
2019-05-13T23:10:00,"936,44","7,75",110
2019-05-13T23:20:00,"983,93","7,56",110
2019-05-13T23:30:00,"1.038,41","7,23",111
2019-05-13T23:40:00,"1.076,54","7,29",113
2019-05-13T23:50:00,"1.085,44","7,20",110
2019-05-14T00:00:00,"1.108,50","7,70",108
2019-05-14T00:10:00,"1.077,05","7,87",111
2019-05-14T00:20:00,"1.040,70","7,74",110
2019-05-14T00:30:00,"922,69","7,65",113
2019-05-14T00:40:00,"928,03","7,63",110
2019-05-14T00:50:00,"918,07","7,68",113
2019-05-14T01:00:00,"869,79","7,33",114
2019-05-14T01:10:00,"772,90","7,10",116
2019-05-14T01:20:00,"725,68","7,13",119
2019-05-14T01:30:00,"705,37","7,58",127
2019-05-14T01:40:00,"718,66","7,64",126
2019-05-14T01:50:00,"813,83","7,95",126
2019-05-14T02:00:00,"951,26","8,21",124
2019-05-14T02:10:00,"1.099,53","8,63",118
2019-05-14T02:20:00,"1.222,87","8,81",113
2019-05-14T02:30:00,"1.229,58","8,79",117
2019-05-14T02:40:00,"1.287,01","8,83",117
2019-05-14T02:50:00,"1.272,08","9,00",112
2019-05-14T03:00:00,"1.275,00","8,59",111
2019-05-14T03:10:00,"1.379,88","8,31",109
2019-05-14T03:20:00,"1.472,70","8,56",109
2019-05-14T03:30:00,"1.492,87","8,58",110
2019-05-14T03:40:00,"1.403,93","8,58",114
2019-05-14T03:50:00,"1.315,46","8,49",119
2019-05-14T04:00:00,"1.235,09","8,56",121
2019-05-14T04:10:00,"1.046,16","7,94",122
2019-05-14T04:20:00,"961,11","7,48",117
2019-05-14T04:30:00,"1.027,66","7,32",112
2019-05-14T04:40:00,"1.092,02","7,56",113
2019-05-14T04:50:00,"1.124,80","7,78",110
2019-05-14T05:00:00,"1.112,18","7,50",107
2019-05-14T05:10:00,"994,57","7,10",108
2019-05-14T05:20:00,"943,86","6,59",107
2019-05-14T05:30:00,"934,83","6,54",109
2019-05-14T05:40:00,"887,26","6,73",110
2019-05-14T05:50:00,"878,95","6,93",111
2019-05-14T06:00:00,"843,72","6,97",109
2019-05-14T06:10:00,"858,62","6,97",110
2019-05-14T06:20:00,"855,31","6,79",113
2019-05-14T06:30:00,"837,88","6,57",112
2019-05-14T06:40:00,"769,92","6,92",111
2019-05-14T06:50:00,"704,32","6,56",110
2019-05-14T07:00:00,"615,58","6,33",112
2019-05-14T07:10:00,"548,14","6,25",111
2019-05-14T07:20:00,"538,26","6,04",112
2019-05-14T07:30:00,"540,60","6,18",110
2019-05-14T07:40:00,"534,27","6,01",110
2019-05-14T07:50:00,"479,47","5,58",110
2019-05-14T08:00:00,"460,55","5,67",111
2019-05-14T08:10:00,"481,29","5,84",111
2019-05-14T08:20:00,"522,41","6,00",111
2019-05-14T08:30:00,"494,13","5,90",114
2019-05-14T08:40:00,"421,16","5,71",114
2019-05-14T08:50:00,"375,54","5,82",115
2019-05-14T09:00:00,"336,75","5,66",112
2019-05-14T09:10:00,"327,68","5,63",106
2019-05-14T09:20:00,"279,92","5,51",108
2019-05-14T09:30:00,"285,44","5,64",112
2019-05-14T09:40:00,"324,18","5,83",108
2019-05-14T09:50:00,"310,59","5,87",106
2019-05-14T10:00:00,"285,28","5,82",114
2019-05-14T10:10:00,"264,17","5,89",117
2019-05-14T10:20:00,"261,94","5,84",115
2019-05-14T10:30:00,"254,80","5,79",108
2019-05-14T10:40:00,"225,27","5,83",119
2019-05-14T10:50:00,"130,22","5,45",119
2019-05-14T11:00:00,"86,13","5,10",118
2019-05-14T11:10:00,"45,32","5,09",110
2019-05-14T11:20:00,"13,08","4,47",116
2019-05-14T11:30:00,"0,11","4,13",113
2019-05-14T11:40:00,"0,01","4,06",121
2019-05-14T11:50:00,"0,00","3,24",130
2019-05-14T12:00:00,"0,00","2,34",150
2019-05-14T12:10:00,"0,00","3,03",136
2019-05-14T12:20:00,"0,00","2,51",136
2019-05-14T12:30:00,"0,00","2,42",136
2019-05-14T12:40:00,"0,00","1,48",167
2019-05-14T12:50:00,"0,00","1,50",157
2019-05-14T13:00:00,"0,00","1,26",240
2019-05-14T13:10:00,"0,00","0,96",257
2019-05-14T13:20:00,"0,00","1,36",257
2019-05-14T13:30:00,"0,00","1,45",254
2019-05-14T13:40:00,"0,00","1,27",205
2019-05-14T13:50:00,"0,00","0,92",212
2019-05-14T14:00:00,"0,00","2,52",233
2019-05-14T14:10:00,"0,00","2,76",309
2019-05-14T14:20:00,"0,00","3,34",297
2019-05-14T14:30:00,"0,04","3,24",304
2019-05-14T14:40:00,"158,59","5,95",295
2019-05-14T14:50:00,"264,17","7,06",297
2019-05-14T15:00:00,"273,47","7,07",297
2019-05-14T15:10:00,"239,47","6,94",299
2019-05-14T15:20:00,"182,19","6,25",298
2019-05-14T15:30:00,"138,27","5,94",308
2019-05-14T15:40:00,"141,70","6,40",305
2019-05-14T15:50:00,"125,47","6,23",300
2019-05-14T16:00:00,"127,19","6,58",299
2019-05-14T16:10:00,"249,82","7,04",297
2019-05-14T16:20:00,"264,90","7,24",303
2019-05-14T16:30:00,"285,22","6,81",301
2019-05-14T16:40:00,"281,29","7,37",312
2019-05-14T16:50:00,"262,63","7,15",312
2019-05-14T17:00:00,"215,40","6,85",312
2019-05-14T17:10:00,"168,61","6,69",318
2019-05-14T17:20:00,"168,19","6,45",308
2019-05-14T17:30:00,"193,14","6,61",311
2019-05-14T17:40:00,"151,47","5,67",304
2019-05-14T17:50:00,"131,49","6,19",311
2019-05-14T18:00:00,"106,76","5,98",310
2019-05-14T18:10:00,"84,70","5,77",314
2019-05-14T18:20:00,"77,45","5,97",323
2019-05-14T18:30:00,"112,76","6,27",323
2019-05-14T18:40:00,"86,12","6,08",324
2019-05-14T18:50:00,"77,79","5,85",322
2019-05-14T19:00:00,"18,02","5,46",322
2019-05-14T19:10:00,"8,32","5,37",323
2019-05-14T19:20:00,"0,00","4,73",329
2019-05-14T19:30:00,"0,04","3,86",336
2019-05-14T19:40:00,"0,00","2,26",339
2019-05-14T19:50:00,"0,00","1,91",343
2019-05-14T20:00:00,"0,00","2,00",343
2019-05-14T20:10:00,"0,00","1,88",343
2019-05-14T20:20:00,"0,00","1,95",343
2019-05-14T20:30:00,"0,00","2,18",343
2019-05-14T20:40:00,"0,00","2,04",342
2019-05-14T20:50:00,"0,00","1,76",342
2019-05-14T21:00:00,"0,00","1,52",342
2019-05-14T21:10:00,"0,00","0,98",342
2019-05-14T21:20:00,"0,00","0,56",342
2019-05-14T21:30:00,"0,00","1,21",342
2019-05-14T21:40:00,"0,00","1,40",342
2019-05-14T21:50:00,"0,00","1,43",342
2019-05-14T22:00:00,"0,00","1,48",342
2019-05-14T22:10:00,"0,00","1,29",342
2019-05-14T22:20:00,"0,00","1,26",342
2019-05-14T22:30:00,"0,00","1,30",342
2019-05-14T22:40:00,"0,00","1,48",342
2019-05-14T22:50:00,"0,00","0,73",342
2019-05-14T23:00:00,"0,00","0,89",342
2019-05-14T23:10:00,"0,00","1,02",342
2019-05-14T23:20:00,"0,00","1,14",333
2019-05-14T23:30:00,"0,00","1,55",317
2019-05-14T23:40:00,"0,00","1,42",309
2019-05-14T23:50:00,"0,00","0,94",309
2019-05-15T00:00:00,"0,00","0,41",309
2019-05-15T00:10:00,"0,00","0,40",309
2019-05-15T00:20:00,"0,00","1,07",309
2019-05-15T00:30:00,"0,00","1,59",308
2019-05-15T00:40:00,"0,00","1,72",304
2019-05-15T00:50:00,"0,00","1,34",304
2019-05-15T01:00:00,"0,00","1,46",304
2019-05-15T01:10:00,"0,00","1,17",304
2019-05-15T01:20:00,"0,00","2,02",223
2019-05-15T01:30:00,"0,00","2,39",160
2019-05-15T01:40:00,"0,00","2,47",145
2019-05-15T01:50:00,"0,00","2,38",132
2019-05-15T02:00:00,"0,00","2,02",132
2019-05-15T02:10:00,"0,00","1,80",133
2019-05-15T02:20:00,"0,00","1,51",133
2019-05-15T02:30:00,"0,00","1,56",133
2019-05-15T02:40:00,"0,00","1,81",133
2019-05-15T02:50:00,"0,00","1,78",133
2019-05-15T03:00:00,"0,00","1,83",133
2019-05-15T03:10:00,"0,00","2,37",138
2019-05-15T03:20:00,"0,00","2,45",144
2019-05-15T03:30:00,"0,00","2,57",145
2019-05-15T03:40:00,"0,00","3,02",158
2019-05-15T03:50:00,"0,00","2,98",166
2019-05-15T04:00:00,"0,00","2,77",166
2019-05-15T04:10:00,"0,00","2,91",171
2019-05-15T04:20:00,"0,00","2,34",171
2019-05-15T04:30:00,"0,00","1,98",171
2019-05-15T04:40:00,"0,00","2,00",170
2019-05-15T04:50:00,"0,00","2,46",154
2019-05-15T05:00:00,"0,00","2,41",147
2019-05-15T05:10:00,"0,00","2,66",150
2019-05-15T05:20:00,"0,00","2,83",146
2019-05-15T05:30:00,"0,00","3,20",152
2019-05-15T05:40:00,"0,00","2,93",153
2019-05-15T05:50:00,"0,00","2,47",159
2019-05-15T06:00:00,"0,00","1,66",164
2019-05-15T06:10:00,"0,00","1,53",173
2019-05-15T06:20:00,"0,00","1,62",188
2019-05-15T06:30:00,"0,00","1,61",188
2019-05-15T06:40:00,"0,00","2,03",189
2019-05-15T06:50:00,"0,00","2,06",189
2019-05-15T07:00:00,"0,00","2,20",192
2019-05-15T07:10:00,"0,00","2,62",199
2019-05-15T07:20:00,"0,00","2,56",200
2019-05-15T07:30:00,"0,00","3,54",222
2019-05-15T07:40:00,"0,00","3,21",226
2019-05-15T07:50:00,"0,00","3,07",226
2019-05-15T08:00:00,"0,00","3,34",219
2019-05-15T08:10:00,"0,00","3,32",225
2019-05-15T08:20:00,"0,00","3,53",243
2019-05-15T08:30:00,"0,00","2,99",251
2019-05-15T08:40:00,"0,00","1,75",251
2019-05-15T08:50:00,"0,00","2,44",245
2019-05-15T09:00:00,"0,00","2,27",245
2019-05-15T09:10:00,"0,00","1,70",236
2019-05-15T09:20:00,"0,00","1,15",225
2019-05-15T09:30:00,"0,00","1,51",226
2019-05-15T09:40:00,"0,00","1,65",226
2019-05-15T09:50:00,"0,00","1,44",226
2019-05-15T10:00:00,"0,00","1,58",237
2019-05-15T10:10:00,"0,00","1,99",246
2019-05-15T10:20:00,"0,00","2,04",260
2019-05-15T10:30:00,"0,00","2,86",258
2019-05-15T10:40:00,"0,00","3,39",255
2019-05-15T10:50:00,"0,09","3,06",257
2019-05-15T11:00:00,"0,00","2,79",257
2019-05-15T11:10:00,"0,00","2,72",255
2019-05-15T11:20:00,"0,00","3,03",252
2019-05-15T11:30:00,"0,00","3,60",246
2019-05-15T11:40:00,"0,01","3,60",252
2019-05-15T11:50:00,"0,02","3,50",256
2019-05-15T12:00:00,"0,55","3,49",260
2019-05-15T12:10:00,"0,03","3,13",263
2019-05-15T12:20:00,"0,00","4,10",243
2019-05-15T12:30:00,"0,39","2,93",264
2019-05-15T12:40:00,"0,03","3,43",257
2019-05-15T12:50:00,"5,23","2,69",264
2019-05-15T13:00:00,"0,01","3,90",287
2019-05-15T13:10:00,"0,02","3,72",290
2019-05-15T13:20:00,"3,05","3,28",273
2019-05-15T13:30:00,"3,71","3,41",271
2019-05-15T13:40:00,"0,00","2,84",293
2019-05-15T13:50:00,"0,00","3,29",276
2019-05-15T14:00:00,"0,02","3,14",256
2019-05-15T14:10:00,"27,94","3,17",278
2019-05-15T14:20:00,"175,88","4,71",278
2019-05-15T14:30:00,"279,81","6,61",298
2019-05-15T14:40:00,"337,62","6,42",298
2019-05-15T14:50:00,"310,11","5,14",273
2019-05-15T15:00:00,"311,26","6,58",292
2019-05-15T15:10:00,"295,02","5,04",263
2019-05-15T15:20:00,"226,61","4,66",275
2019-05-15T15:30:00,"184,45","4,53",264
2019-05-15T15:40:00,"170,47","3,76",263
2019-05-15T15:50:00,"241,65","4,44",274
2019-05-15T16:00:00,"231,04","6,49",309
2019-05-15T16:10:00,"160,09","5,98",295
2019-05-15T16:20:00,"192,69","5,98",294
2019-05-15T16:30:00,"222,75","6,33",305
2019-05-15T16:40:00,"204,04","6,37",301
2019-05-15T16:50:00,"164,37","5,88",306
2019-05-15T17:00:00,"206,61","6,10",299
2019-05-15T17:10:00,"282,84","6,59",304
2019-05-15T17:20:00,"169,02","6,13",301
2019-05-15T17:30:00,"198,87","6,23",299
2019-05-15T17:40:00,"170,58","5,96",298
2019-05-15T17:50:00,"232,56","5,76",290
2019-05-15T18:00:00,"168,32","5,26",284
2019-05-15T18:10:00,"34,68","4,92",293
2019-05-15T18:20:00,"57,97","5,25",303
2019-05-15T18:30:00,"164,83","5,64",302
2019-05-15T18:40:00,"353,06","7,04",299
2019-05-15T18:50:00,"401,11","7,88",297
2019-05-15T19:00:00,"515,46","8,36",293
2019-05-15T19:10:00,"608,42","7,45",286
2019-05-15T19:20:00,"632,79","5,65",280
2019-05-15T19:30:00,"510,31","4,25",277
2019-05-15T19:40:00,"282,49","4,89",280
2019-05-15T19:50:00,"274,95","7,16",288
2019-05-15T20:00:00,"456,71","8,07",290
2019-05-15T20:10:00,"482,10","8,07",291
2019-05-15T20:20:00,"593,46","6,49",283
2019-05-15T20:30:00,"374,94","7,17",289
2019-05-15T20:40:00,"265,88","6,24",287
2019-05-15T20:50:00,"261,62","6,21",284
2019-05-15T21:00:00,"233,08","3,99",276
2019-05-15T21:10:00,"382,31","3,73",275
2019-05-15T21:20:00,"405,09","3,36",271
2019-05-15T21:30:00,"280,54","2,90",272
2019-05-15T21:40:00,"3,68","1,90",272
2019-05-15T21:50:00,"132,87","2,30",268
2019-05-15T22:00:00,"272,90","2,95",272
2019-05-15T22:10:00,"279,65","4,64",280
2019-05-15T22:20:00,"162,15","3,58",277
2019-05-15T22:30:00,"67,36","2,49",267
2019-05-15T22:40:00,"100,41","3,41",262
2019-05-15T22:50:00,"263,74","3,59",265
2019-05-15T23:00:00,"228,45","3,84",261
2019-05-15T23:10:00,"74,37","3,34",262
2019-05-15T23:20:00,"109,67","2,50",266
2019-05-15T23:30:00,"101,24","3,14",262
2019-05-15T23:40:00,"84,83","3,35",258
2019-05-15T23:50:00,"133,16","3,51",262
2019-05-16T00:00:00,"45,13","3,81",258
2019-05-16T00:10:00,"0,00","2,03",260
2019-05-16T00:20:00,"0,00","3,46",249
2019-05-16T00:30:00,"90,35","3,05",261
2019-05-16T00:40:00,"145,18","3,43",261
2019-05-16T00:50:00,"138,76","3,67",262
2019-05-16T01:00:00,"50,68","3,73",255
2019-05-16T01:10:00,"35,91","3,70",255
2019-05-16T01:20:00,"0,58","3,89",252
2019-05-16T01:30:00,"0,78","4,30",242
2019-05-16T01:40:00,"25,82","4,84",243
2019-05-16T01:50:00,"58,96","5,16",245
2019-05-16T02:00:00,"210,97","6,69",244
2019-05-16T02:10:00,"167,76","5,96",242
2019-05-16T02:20:00,"193,93","5,61",249
2019-05-16T02:30:00,"245,73","6,63",250
2019-05-16T02:40:00,"224,40","6,05",253
2019-05-16T02:50:00,"353,00","7,35",252
2019-05-16T03:00:00,"423,48","6,62",255
2019-05-16T03:10:00,"320,71","5,78",254
2019-05-16T03:20:00,"352,80","5,82",256
2019-05-16T03:30:00,"547,15","5,15",260
2019-05-16T03:40:00,"706,83","3,98",267
2019-05-16T03:50:00,"652,65","4,16",266
2019-05-16T04:00:00,"627,83","5,77",261
2019-05-16T04:10:00,"640,83","4,39",263
2019-05-16T04:20:00,"974,87","6,32",262
2019-05-16T04:30:00,"1.011,59","5,14",264
2019-05-16T04:40:00,"944,20","4,38",268
2019-05-16T04:50:00,"1.187,94","5,80",266
2019-05-16T05:00:00,"1.176,05","4,82",268
2019-05-16T05:10:00,"927,60","3,93",269
2019-05-16T05:20:00,"836,81","3,85",269
2019-05-16T05:30:00,"907,26","4,30",266
2019-05-16T05:40:00,"956,93","4,51",267
2019-05-16T05:50:00,"1.116,08","4,34",274
2019-05-16T06:00:00,"960,47","4,37",273
2019-05-16T06:10:00,"981,57","4,22",272
2019-05-16T06:20:00,"849,21","5,27",278
2019-05-16T06:30:00,"912,66","4,74",274
2019-05-16T06:40:00,"737,61","4,69",275
2019-05-16T06:50:00,"549,90","3,74",273
